# Bornomala Bangla phonetic-key index: ambiguity-collapsed key -> Bangla words.
# Generated by scripts/gen_bn_phonetic.py from bn_frequency.txt; do not hand-edit.
# The key algorithm is BanglaPhoneticKey.banglaKey; BanglaPhoneticKeyTest re-derives
# every line below with the Kotlin implementation so the two cannot drift.
a	আ আঃ
metr	মেট্রো
metrmyan	মেট্রোম্যান
meyad	মেয়াদ
meye	মেয়ে মেয়েও
meyeder	মেয়েদের
meyei	মেয়েই
meyeke	মেয়েকে
meyer	মেয়ের
meyera	মেয়েরা
meyeta	মেয়েটা
meyetake	মেয়েটাকে
meyetar	মেয়েটার
meyeti	মেয়েটি
meyetike	মেয়েটিকে
meyetir	মেয়েটির
meyr	মেয়র
mgj	মগজ
mha	মহা
mhabisber	মহাবিশ্বের
mhadya	মহাদয়া
mhakase	মহাকাশে
mhakrs	মহাকর্ষ
mhamany	মহামান্য
mhamari	মহামারী
mhamd	মোহাম্মদ
mhan	মহান
mhapracirer	মহাপ্রাচীরের
mharaj	মহারাজ
mharani	মহারাণী
mhasagr	মহাসাগর
mhasagre	মহাসাগরে
mhasagrer	মহাসাগরের
mhasy	মহাশয়
mhdygn	মহোদয়গণ
mhila	মহিলা
mhilader	মহিলাদের
mhilake	মহিলাকে
mhilar	মহিলার
mhilara	মহিলারা
mhilata	মহিলাটা
mhilati	মহিলাটি
mhilatike	মহিলাটিকে
mhima	মহিমা
mhimanbit	মহিমান্বিত
mhin	মহিন
mht	মহৎ
mi	মি মিঃ
mid	মিদো
miden	মৈদেন
midiya	মিডিয়া
midiyar	মিডিয়ার
mik	মিক
miki	মিকি
mil	মিল
mila	মিলা
milar	মিলার
milarer	মিলারের
milce	মিলছে
mile	মিলে
milece	মিলেছে
milin	মিলিওন
milit	মিলিত
militari	মিলিটারি
militarir	মিলিটারির
miliye	মিলিয়ে
miliyn	মিলিয়ন
miliyner	মিলিয়নের
mils	মিলস মিলসঃ মিলোস
min	মিন
mina	মিনা
minama	মিনাম্মা
minar	মিনার
minh	মিনহো
ministar	মিনিস্টার
minit	মিনিট
minite	মিনিটে
miniter	মিনিটের
miniyn	মিনিয়ন
minti	মিনতি
mira	মইরা
mire	মিরে
mis	মিস মিস্
misail	মিসাইল
mise	মিশে
misel	মিশেল
mises	মিসেস
mising	মিসিং
misiye	মিশিয়ে
misn	মিশন
misne	মিশনে
misner	মিশনের
misnta	মিশনটা
misrer	মিশরের
mistar	মিস্টার
misti	মিষ্টি মিস্টি
mistik	মিস্টিক
mitar	মিটার
mitarer	মিটারের
mitate	মিটাতে
mite	মিটে
mitila	মিথিলা
miting	মিটিং
mitingye	মিটিংয়ে
mitiye	মিটিয়ে
mitmat	মিটমাট
mitra	মিত্রা
mitran	মিত্রান মিথ্রান
mitya	মিথ্যা
mityabadi	মিথ্যাবাদী
mityar	মিথ্যার
mitye	মিথ্যে
mityuk	মিথ্যুক
miu	মিউ
miujik	মিউজিক
miujiyam	মিউজিয়াম
miujiyame	মিউজিয়ামে
miutyant	মিউট্যান্ট
miutyantder	মিউট্যান্টদের
miutyanter	মিউট্যান্টের
miutyantra	মিউট্যান্টরা
miya	মিয়া মিয়াঁ
miyar	মিয়ার
mja	মজা মোজা
mjadar	মজাদার
mjai	মজাই
mjambike	মোজাম্বিকে
mjar	মজার
mjata	মজাটা
mjbut	মজবুত
mjud	মজুদ
mkabela	মোকাবেলা
mkabila	মোকাবিলা
mkadar	মোকাদ্দার
mkel	মক্কেল
mkeler	মক্কেলের
mkm	মোক্ষম
mksm	মোক্ষম
ml	মল
mle	মলে
mli	মলি
mlk	মোলক
mlker	মোলকের
mm	মম ম্মম
mmbati	মোমবাতি
mmke	মমকে
mmm	মমম
mn	মন অমন
mnbab	মনোভাব
mnbl	মনোবল
mnc	মঞ্চ
mnce	মঞ্চে
mncer	মঞ্চের
mnd	মন্দ
mndir	মন্দির
mndire	মন্দিরে
mndirer	মন্দিরের
mne	মনে মনেও
mnehy	মনেহয়
mnei	মনেই
mnekr	মনেকর
mnekri	মনেকরি
mner	মনের
mngeya	মঙ্গেয়া
mngl	মঙ্গল
mnglbar	মঙ্গলবার
mngler	মঙ্গলের
mni	মণি মনই
mnib	মনিব
mnik	মনিক
mnika	মনিকা
mnitr	মনিটর
mnjg	মনোযোগ মনযোগ
mnjgi	মনোযোগী
mnjur	মঞ্জুর
mnke	মনকে
mnmugdkr	মনোমুগ্ধকর
mnrm	মনোরম
mnstar	মনস্টার
mnta	মনটা
mntby	মন্তব্য
mntr	মন্ত্র
mntri	মন্ত্রী
mntrir	মন্ত্রীর
mntrnaly	মন্ত্রণালয়
mntrnalyer	মন্ত্রণালয়ের
mnu	মনু
mnusy	মনুষ্য
mnusysrist	মনুষ্যসৃষ্ট
mr	মর ওমর মোর অমর মোড় মরো
mra	মরা মোরা
mrales	মোরালেস
mrar	মরার
mrb	মরবো মরব
mrbe	মরবে
mrbena	মরবেনা
mrbi	মরবি
mrci	মরছি
mrdrer	মর্ডরের
mrdu	মরডু
mre	মরে
mrece	মরেছে
mrei	মরেই
mreni	মরেনি
mrg	মোরগ
mrganake	মরগানাকে
mrge	মর্গে
mri	মরি মোরি
mridu	মৃদু
mriduhasi	মৃদুহাসি
mris	মরিস
mrit	মৃত
mritdeh	মৃতদেহ
mritder	মৃতদের
mritra	মৃতরা
mrityu	মৃত্যু
mrityubrn	মৃত্যুবরণ
mrityudnd	মৃত্যুদণ্ড
mrityui	মৃত্যুই
mrityuke	মৃত্যুকে
mrityur	মৃত্যুর
mrityuta	মৃত্যুটা
mrityute	মৃত্যুতে
mriya	মরিয়া
mriyarti	মরিয়ার্টি
mrji	মর্জি
mrle	মরলে
mrm	মর্ম
mrmaht	মর্মাহত
mrmantik	মর্মান্তিক
mrn	মরণ মরন
mrning	মর্নিং
mrpiyas	মর্ফিয়াস
mrte	মরতে মরতেও
mrtei	মরতেই
mrti	মরটি
mrubumi	মরুভূমি
mrubumir	মরুভূমির
mrubumite	মরুভূমিতে
mryada	মর্যাদা
msa	মশা
msai	মশাই
msiur	মশিউর
msk	মস্কো
mskra	মশকরা
mskte	মস্কোতে
msla	মসলা
msrin	মসৃণ
mstisk	মস্তিষ্ক
mstiske	মস্তিষ্কে
mstisker	মস্তিষ্কের
msyiur	মশ্যিউর
mt	মত মতো মোট মোটো মঠ
mta	মোটা
mtabek	মোতাবেক
mtamt	মতামত
mtamuti	মোটামুটি
mtbed	মতভেদ
mte	মতে মোটেও
mtea	মতো
mtei	মোটেই
mter	মঠের
mti	মতই মতোই
mtku	মোটকু
mtlb	মতলব
mtn	মতন
mtr	মোটর মোটোর
mub	মুভ
mubi	মুভি
mubir	মুভির
mubite	মুভিতে
mubiti	মুভিটি
muce	মুছে
mud	মুড
mude	মুডে
mudra	মুদ্রা
mugd	মুগ্ধ
muhurt	মুহূর্ত মুহুর্ত
muhurte	মুহূর্তে মুহুর্তে মূহুর্তে
muhurtei	মুহূর্তেই
muhurter	মুহূর্তের মুহুর্তের
mui	মুই
muk	মুখ
muke	মুখে
muker	মুখের
mukmuki	মুখোমুখি
muks	মুখোশ
mukser	মুখোশের
muksta	মুখোশটা
mukt	মুক্ত
mukta	মুখটা মুক্তা
mukti	মুক্তি
muktir	মুক্তির
mukut	মুকুট
mukuter	মুকুটের
muky	মুখ্য
mukymntri	মুখ্যমন্ত্রী
mul	মূল
mulik	মৌলিক
mult	মূলত
muly	মূল্য অমূল্য মুল্য
mulyayn	মূল্যায়ন
mulyban	মূল্যবান
mulye	মূল্যে
mulyer	মূল্যের
mulyhin	মূল্যহীন
mumbai	মুম্বাই
mumbaiyer	মুম্বাইয়ের
mun	মুন
munapa	মুনাফা
muni	মুন্নী মুন্নি
mupasa	মুফাসা
murgi	মুরগী মুরগি
murgir	মুরগির মুরগীর
murk	মূর্খ
murti	মূর্তি
musa	মুসা
muskil	মুশকিল মুস্কিল
muslim	মুসলিম
muslman	মুসলমান
muty	মুঠোয়
myac	ম্যাচ
myadam	ম্যাডাম
myadamer	ম্যাডামের
myadamke	ম্যাডামকে
myade	ম্যাডে
myadi	ম্যাডি
myagajin	ম্যাগাজিন
myagi	ম্যাগি
myajik	ম্যাজিক
myakgnagl	ম্যাকগোনাগল
myaks	ম্যাক্স
myal	ম্যাল
myalekit	ম্যালেকিথ
myalena	ম্যালেনা
myali	ম্যালি
myalkm	ম্যালকম
myalpy	ম্যালফয়
myam	ম্যাম
myan	ম্যান
myana	মোয়ানা
myanej	ম্যানেজ
myanejar	ম্যানেজার
myaner	ম্যানের
myanhatn	ম্যানহাটন
myanuyal	ম্যানুয়াল
myap	ম্যাপ
myape	ম্যাপে
myari	ম্যারি
myariyn	ম্যারিয়ন
myasej	ম্যাসেজ
myat	ম্যাট
myatriks	ম্যাট্রিক্স
myatrikse	ম্যাট্রিক্সে
myatrikser	ম্যাট্রিক্সের
mydane	ময়দানে
myla	ময়লা
mylar	ময়লার
myna	ময়না
n	নও অন নো ন
na	না নাও ওনা
nabik	নাবিক
nabikder	নাবিকদের
nabrski	নাভোরস্কি
nac	নাচ নাচো
nacanaci	নাচানাচি
nacb	নাচবো
nacbe	নাচবে
nacce	নাচছে
nace	নাচে
nacer	নাচের
naci	নাচি
nacte	নাচতে
nagaler	নাগালের
nagrik	নাগরিক
nagrikder	নাগরিকদের
nah	নাহ নাহ্
nahle	নাহলে
nahy	নাহয়
nai	নাই
naile	নাইলে
nain	নাইন
nais	নাইস
nait	নাইট
najap	নাজাফ
nak	নাক
nake	ওনাকে নাকে
naker	নাকের
naki	নাকি
nala	নালা
nalis	নালিশ
nam	নাম নামো নামও নামঃ
nama	নামাও নামা
naman	নামান
namar	নামার
namate	নামাতে
namb	নামবো
nambar	নাম্বার
nambare	নাম্বারে
nambarer	নাম্বারের
nambargul	নাম্বারগুলো
nambarta	নাম্বারটা
nambe	নামবে
namce	নামছে
name	নামে নামেও
namei	নামেই
namer	নামের
namgul	নামগুলো
nami	নামই
namiye	নামিয়ে
namk	নামক
namkrn	নামকরণ
namle	নামলে
namta	নামটা
namte	নামতে
namti	নামটি
namun	নামুন
nana	নানা
nanan	নানান
nandu	নান্দু
nanu	নানু
nap	নাপ
nar	ওনার অনার
nara	ওনারা নাড়া
narbas	নার্ভাস
nare	নারে
nari	নারী
nariburi	নাড়িভুঁড়ি
narider	নারীদের
narike	নারীকে
narikel	নারিকেল
narir	নারীর
narniyar	নারনীয়ার নার্নিয়ার
nars	নার্স
nasa	নাসা
nasta	নাস্তা
nastar	নাস্তার
nastik	নাস্তিক
nat	নাতো অনাথ
natasa	নাতাশা
nati	নাতি
natk	নাটক
natker	নাটকের
nayer	নায়ের
nayk	নায়ক
nba	নোভা
nbab	নবাব
nbbrs	নববর্ষ
nbembr	নভেম্বর
nbi	নবী
nbir	নবীর
ncl	অঞ্চল
ncle	অঞ্চলে
ncler	অঞ্চলের
nd	অন্ধ
ndi	নদী
ndir	নদীর
ndite	নদীতে
ndkar	অন্ধকার
ndkare	অন্ধকারে
ndkarer	অন্ধকারের
ne	নে নেও
neb	নেব নেবো
neba	নেওয়া
nebar	নেওয়ার নেবার
nebe	নেবে
neben	নেবেন
nebigesn	নেভিগেশন
nebil	নেভিল
ned	নেড
negetib	নেগেটিভ
nei	নেই
neini	নেইনি
nek	অনেক
nekbar	অনেকবার
nekdin	অনেকদিন
neke	অনেকে
nekei	অনেকেই
neker	অনেকের
nekgul	অনেকগুলো
nekkicu	অনেককিছু
nekkn	অনেকক্ষণ
nekksn	অনেকক্ষণ
nekre	নেকড়ে
nekst	নেক্সট
nekta	অনেকটা
nektai	অনেকটাই
nelsn	নেলসন
nem	নেম
neme	নেমে
nemece	নেমেছে
nen	নেন
nepliyn	নেপোলিয়ন
nesa	নেশা
nesakr	নেশাখোর
nesay	নেশায়
neta	নেতা
netader	নেতাদের
netar	নেতার
netbark	নেটওয়ার্ক
